,商品id,标题,价格,店铺,品牌,图片,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
642,10067124303757,	huawei 华为P20 Pro 徕卡三摄 二手 华为 全网通 麒麟970 宝石蓝 6GB+128GB 95新,568.0,唯尔优品二手商品专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/94952/5/46784/60059/65da2720F0566d8f0/2536bd8cb14f1f77.jpg.avif,1000,5,300,1000,0.95,7,10,10,7
643,10091921743499,华为（HUAWEI） 华为Mate30   麒麟990旗舰芯片4000万屏内指纹 60pro 曜金黑 8G+512GB全网通4G,2088.0,沪淼手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/229988/27/3399/25117/655d746bF8969af47/36dd37b74a4068c5.jpg.avif,89,5,10,70,1.0,1,0,0,0
644,10080981225888,华为【华为  P60 pro 店内有售】 HUAWEI 华为 P50 Pro 4G全网通  原色双影像单元 4360mah电池 曜金黑 骁龙888 8GB+256GB,3968.0,刚子在线手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/162357/36/37571/44726/64b6334cFacff9031/a8747518911bcb38.jpg.avif,28,5,0,28,1.0,0,0,0,0
645,10093630532083,	华为nova12活力版 新品  12号色 256GB全网通,2499.0,炜东电商旗舰店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/109285/8/48395/96067/65d80030Fe62dba44/14318ecbc56874d7.jpg.avif,1000,5,100,500,0.95,6,4,6,2
646,10094713869349,华为【现货速发】华为nova11 SE 前后双高清摄像  一亿像素光影人像 雪域白 512GB,2099.0,一口茶手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/162303/19/37716/70125/65b367a1Fd4bf11ef/b161cf4caa3dc637.jpg.avif,100,5,10,100,1.0,1,0,0,0
647,10093925891558,	华为nova12 活力版 新品  12号色 256GB,2499.0,疆界互联旗舰店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/178874/32/42972/109894/65d2d15fF64f7d4fb/f794b706f8f0f939.jpg.avif,200,5,60,200,0.96,0,0,1,1
648,10095627105225,华为（HUAWEI）旗舰新品  Mate 60 Pro   雅丹黑 12GB+256GB,6849.0,零疆旗舰店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/124670/20/41140/69626/65bb6eeeF9a526263/195b746e9ed75d4b.jpg.avif,1000,5,100,500,0.93,2,1,6,2
649,10070925447600,	HUAWEI Mate 50 Pro  超光变XMAGE影像 北斗卫星消息 华为鸿蒙二手  曜金黑【Mate50Pro】 8+256G 99新,3659.0,玖玖优品二手手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/126872/34/39610/116484/64fb14b2Fca016c50/39be052371dd64e3.jpg.avif,200,5,20,100,0.92,2,1,2,0
650,10082052466279,	HUAWEI 华为nova10z 6400万超清 无界全视屏 8+128G幻夜黑 二手  99新 冰霜银 8G+256G 99新,989.0,三盛数码二手手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/243034/5/4921/392030/65d89100Fdab0ab67/ef76b2e82187ea7c.png.avif,40,4,4,35,0.8,1,0,1,0
651,10092862160762,华为畅享70pro新品  雪域白 8+256G 全网通,1699.0,平天数码旗舰店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/238973/14/2606/64890/659b6530F8473db9d/80d6bac64b973aeb.jpg.avif,83,5,10,72,0.9,1,0,0,1
652,100080678394,华为畅享70  6000mAh大电池 长续航 畅享X键一键直达 128GB 雪域白 鸿蒙智能,949.0,,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/243335/12/2093/43521/65964b43F6934a3b4/60d1bf70b18e1ded.jpg.avif,2000,5,100,2000,0.98,1,2,2,0
653,10072961862559,	华为畅享60X 新品  曜金黑 8G+128G 全网通,1499.0,疆界互联旗舰店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/106305/39/46179/76490/65c31a85Fdc931afe/12d73858bfedffbf.jpg.avif,2000,5,600,2000,0.97,20,20,10,5
654,10095118817792,华为nova12 pro店内可选  华为智选hi nova 11  支持NFC 前置6000万4K广角镜头 新品5G  曜金黑【8GB+256GB】 官方标配,2188.0,启航手机专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/156583/23/40013/119563/65a779f0Fd5f46452/1aae2118ba5e9a0d.jpg.avif,100,5,30,94,0.97,3,6,0,1
655,10094396726184,华为nova12 活力版 前置6000万 鸿蒙智能全网通  12号色 256GB,2499.0,新境界手机专卖店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/246622/16/4366/86179/65d07124Fc59adc55/c47a1f61aad9f8a1.jpg.avif,200,5,30,100,0.97,1,0,0,1
656,10094831404234,华为 mate60 pro店内可选 24分期 免息 5000mAh长续航+40W快充 新品拍照 华为 畅享 60pro 薄荷青【8GB+128GB】 官方标配含原厂充电器套装版本,1748.0,朋趣手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/149797/33/41063/72525/65d9d501F3f09b1a8/9b26f10a618c2e66.jpg.avif,23,5,10,7,1.0,0,0,0,0
657,100067954600,华为（HUAWEI）旗舰  Mate 60 Pro 12GB+512GB 白沙银,7588.0,京东通信自营旗舰店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/112802/17/44779/96204/65d87196Fb2f7c7c1/5e27d63700c3d105.jpg.avif,10000,5,1700,10000,0.97,30,10,40,10
658,10083483932013,	华为 HUAWEI P40 Pro 二手5G  5000万徕卡四摄 50倍数字变焦 二手华为  零度白 8GB+128GB【精选尖货 电池效率100%】 99新,1658.0,叮咚二手手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/179404/5/41069/62699/6540372bF8e0abf2a/dd8aea5f0b03a2e6.jpg.avif,7,5,3,4,1.0,0,0,0,0
659,10096498880205,华为 mate60 pro店内可选 24分期 免息 5000mAh长续航 5000万高清像素新品拍照 华为 畅享 60pro 星河银【8GB+256GB】 官方标配含原厂充电器套装版本,1895.0,尚风手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/122226/25/41651/57503/65c3b32aFdf336e59/e807003d9dd4502d.jpg.avif,2,5,1,1,1.0,0,0,0,0
660,10095522864801,华为顺丰速发 Mate 50 Pro 店内有售 全新未拆封全国联保快充游戏拍旗舰 大屏幕 超长待机  华为 60X丹霞橙 512GB,2499.0,文博手机专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/242594/28/3341/74394/65a243b6F9f2594c4/b54946eeb76e9a40.jpg.avif,100,5,10,100,1.0,0,0,0,0
661,10059518927503,	华为 HUAWEI Mate 30 Pro 二手  华为  麒麟990芯片4G/5G全网通 鸿蒙 翡冷翠【赠3C认证快充】 8GB+128GB【4G版全网通】 95成新,1438.0,唯尔优品二手商品专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/220635/40/37299/126678/65da26e5Fb51ce4ac/8704e7f717319b15.jpg.avif,200,5,70,200,0.96,4,1,1,2
662,10072001168480,	HUAWEI 华为nova8pro 5G 4G 曲面屏麒麟985芯片128G 黑色 二手  95新 绮镜森林【5G】 8G+128G 95新,1229.0,三盛数码二手手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/242158/37/5003/456232/65d89100F6b272c75/d166aa4676c40ea5.png.avif,500,5,100,500,0.97,5,6,3,2
663,100088492748,华为（HUAWEI）畅享70 Pro 256GB 雪域白 鸿蒙智能  ZG,1599.0,,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/172391/14/41382/55590/65bc9449Fc0165376/a96ee44c362d5ba3.jpg.avif,27,5,7,20,1.0,1,2,0,0
664,10096659403351,华为nova12新品 【24期|免息】HarmonyOS鸿蒙智慧通信100W智能快充 曜石黑512G 【官方标配】,3799.0,好机汇手机旗舰店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/224952/4/13705/71173/65d45001F9288f1f5/a4312c313d4cb4e5.jpg.avif,0,5,0,0,1.0,0,0,0,0
665,10057129022297,	华为 HUAWEI Mate30二手 麒麟990芯 二手   华为鸿蒙系统  亮黑色【赠3C认证快充】 8G+128GB 5G版全网通 9成新,1248.0,慧耀二手商品专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/233354/28/12556/141719/65da1d92F0b541e72/8d699cfe60a8430c.jpg.avif,100,5,20,100,1.0,1,1,0,0
666,10095344699413,Hi nova 7t pro 5G  超薄设计窄边护眼全视屏 华为  店内有售 星梦银 8+256GB,1599.0,雅领手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/229993/16/10723/74081/659e3511F8e2d3e90/b9ed1234f3d7ef13.jpg.avif,31,5,30,1,1.0,1,6,0,0
667,10084576793854,华为Mate60 Pro 商务  卫星通话 华为无线超级快充 支持NFC 雅丹黑 12GB+512GB(全网通）,7399.0,新境界手机专卖店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/98999/20/39407/65119/65d071c8F222f263f/2c272dcf2de1a224.jpg.avif,10000,5,1900,10000,0.97,30,10,40,10
668,10096742822611,华为（HUAWEI）畅享70z  全网通 雪域白 8GB+128GB,1099.0,迅璟手机专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/107688/13/44826/37959/65d6e369F0d7ef36b/18b364bad2428a8e.jpg.avif,0,5,0,0,1.0,0,0,0,0
669,10094901252689,	华为 HUAWEI 畅享9plus 麒麟710芯片 双卡双待二手 全面屏老人学生游戏备用机工作机 幻夜黑 4G+128G 9成新,298.0,云秒通二手手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/226062/21/12813/101791/65c1c3eaFdb50efe6/549f544fe6c3472a.jpg.avif,34,5,5,28,0.83,0,1,0,1
670,10095355322097,	华为 麦芒6 二手 5.9英寸 麒麟659 支持NFC 9成新 黑色 4+64GB 9成新,359.0,和合优品二手商品专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/227803/18/13782/65553/65b62179Fcc9492f2/f0d8356ae92c566d.jpg.avif,10,5,10,0,1.0,0,0,0,0
671,70281294413,	Huawei/华为 Mate20X 二手 麒麟980芯片全面屏大广角徕卡三摄全网通 95新 宝石蓝 6GB+128GB,1100.0,和合优品二手商品专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/191692/25/36050/806123/65b6216eF292c2e15/d7942e0b27247fca.png.avif,200,5,100,200,0.96,7,3,2,3
672,100078315751,荣耀X50i+ 一亿像素超清记录 5G  可登录华为账号 20GB(12+8)等效运存 12GB+256GB 幻夜黑,1549.0,惠选优品手机京喜直营专区,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/245508/31/730/79426/658a5040F4a7625bb/fc3bef3b37d405a0.jpg.avif,200,5,40,200,1.0,0,0,0,0
673,10056843477834,	华为p50 pocket 国行全网通  双卡双待  二手华为p50宝盒   曜石黑 8+256G  99新,3199.0,发靓机优品二手手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/193462/23/33011/83409/63e8c535Fc4ecbb23/c8d7cd3d2bd12a72.jpg.avif,100,5,20,100,0.87,5,3,4,0
674,100085338216,华为nova12 活力版 前置6000万人像追焦双摄 256GB 12号色 鸿蒙通信智能,2399.0,智能手机京喜直营专区,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/162450/24/44230/117125/65d6ddbdFadbe1c6e/95ed33edc7b13302.jpg.avif,28,5,4,24,1.0,0,0,0,0
675,10072989687238,华为畅享60x 新品 华为 皓月银 8GB+256GB 官方标配,2289.0,头号卖家旗舰店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/228731/20/9929/66711/6583d157F747f903f/e47c27e2e3ed2131.jpg.avif,5000,5,800,2000,0.94,10,9,20,10
676,10066189500049,	HUAWEI 华为P40 Pro 5G 二手华为 亮黑色5000万徕卡四摄 50倍数字变焦 95新 亮黑色 8G+128G 95新,1649.0,三盛数码二手手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/230987/27/13628/431979/65d89104F365ffc06/055f942104b68339.png.avif,2000,5,300,1000,0.97,10,10,9,1
677,10076576508017,	华为/HUAWEI 畅享60 6000mAh+22.5W超级快充 4800万大底超清影像 128GB 冰晶蓝 8GB+128GB 99新,768.0,一诺优品二手手机专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/225610/37/5577/313505/6597c0e8F12e2d220/6c3b56d01e7a24b4.png.avif,30,5,6,24,1.0,1,0,0,0
678,10079599580597,	华为HUAWEI P60 P60 Pro 超聚光夜视长焦 双向北斗卫星消息 官方在保 二手  羽砂黑【P60】 8+256【尖货 电池健康度97%-100%】 99新,3999.0,延续优品二手手机专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/233515/29/7634/101351/657c51e0F29af6f1f/04e0be5f7e326825.jpg.avif,1000,5,100,1000,1.0,1,10,0,0
679,15753094459,	【二手9成新】华为 Mate9 二手 麒麟960【现货速发】二手华为  摩卡金 6+128G全网通,649.0,机窝窝二手商品专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/151981/10/9732/111786/5fd471ffE3dd1628f/e2b6a47d093c5f34.jpg.avif,1000,5,300,1000,0.96,10,2,10,4
680,10095174016441,华为畅享70 Pro 1亿像素超清影像40W超级快充5000mAh大电池长续航 鸿蒙智能  翡冷翠 8GB+128GB,1499.0,京铠玄手机旗舰店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/237882/28/10810/146448/65d87d8bF434465f2/8f24f8b4d01d4d61.jpg.avif,29,5,6,23,1.0,0,0,0,0
681,10059069291458,	HUAWEI Mate 50 RS 保时捷设计 超光变XMAGE影像 超微距长焦摄像头 二手  胭紫瓷 12GB+512GB 99新,5938.0,汇优机二手手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/225283/27/13583/54379/65da2319Fdb8559d2/89f9108db7719ac8.jpg.avif,200,5,1,200,1.0,0,0,0,0
682,10067125327871,	huawei 华为P20 Pro 徕卡三摄 二手 华为 全网通 麒麟970 极光色 6GB+64GB 95成新,488.0,慧耀二手商品专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/228784/33/14266/131787/65da1d65F32249447/4cc0962987370b27.jpg.avif,100,5,10,93,0.9,0,1,0,2
683,10093416371429,Hi nova12/24期白条【 华为Mate40 店内有售】华为智选M40 5G  TD Tech M40 亮黑色 8+512G 官方标配【含40W充电套装+30天碎屏保】,2788.0,启航手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/238073/2/12342/107661/65b39c53F9d27b7c2/e11513adc4d9c2d8.png.avif,100,5,60,100,0.98,1,10,1,0
684,10095883526569,华为Nova12 活力版 鸿蒙系统全新  可选 11 SE【曜金黑】512GB 官方标配,2158.0,酷彼手机专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/100179/37/41780/50593/65aa4422Fc9cfdf47/8934206cd6502769.jpg.avif,32,5,2,30,1.0,0,0,0,0
685,10076585101041,华为畅享60 新品  冰晶蓝 8+256GB全网通【90天碎屏险+晒单红包】,1299.0,京东电竞手机官方旗舰店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/183920/34/42795/148493/655afc79F658892d3/0dc1cc796f39cf46.png.avif,2000,5,500,2000,0.95,10,7,10,9
686,10086845725139,华为【现货速发】华为mate60 RS 非凡大师   ULTIMATE DESIGN 玄黑 16+1TB,12999.0,华为鸿信专卖店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/230814/38/12796/69573/65b35a76F864a828c/b094955760f11b75.jpg.avif,200,5,70,200,0.98,0,2,1,0
687,100057537281,华为畅享 50z 5000万高清AI三摄 5000mAh超能续航 8+128GB 宝石蓝 大内存鸿蒙智能  碎屏险套装,1049.0,京东手机运营商自营旗舰店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/186137/1/34872/88351/64b65517Fbb81573e/6b13a5e26bd38e2f.jpg.avif,500,5,100,500,1.0,3,1,0,0
688,10092327043554,华为nova11 新品   快充 拍照  可另选 畅享60    冰晶蓝 8GB+128GB,1088.0,瑞欣手机通讯专营店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/225321/18/5022/32230/65643020F7c7838ec/a6ce92dbec0dcb53.jpg.avif,25,5,4,21,1.0,0,2,0,0
689,10079888493770,Hi nova24期【白条】现货当天发X50 5G曲屏快充游戏旗舰  Honor x50【勃朗蓝】5G全网通 全网通【16GB+512GB】,2199.0,晟达盈讯手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/163332/14/38990/72893/64bab600Fde38a368/eb41b7b285e42425.jpg.avif,2000,5,400,2000,0.98,10,4,5,2
690,10061795581511,华为Mate 50 Pro 全新 华为 可选70 pro 70 pro【翡冷翠】 8+256GB,2099.0,卫工手机通讯专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/141801/26/37021/68161/65b092c7F1d0bc9c4/909247c4f4fc3f08.png.avif,5,5,2,3,1.0,0,0,0,0
691,10053660182027,	HUAWEI 华为Mate50 mate50e mate50Pro 二手  全网通鸿蒙系统 99新 mate50e 【4G 冰霜银】 8GB+256GB【赠超级快充】 99新,2525.0,京采二手手机专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/198346/20/40134/471359/65da2d1cF25e57243/82e06658f3ce25d0.png.avif,500,5,100,200,0.98,3,6,2,0
692,100080743189,华为nova12 活力版 6.88mm超薄潮美直屏前置6000万超广角拍照 256GB 12号色 鸿蒙智能,2399.0,优选手机京喜直营专区,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/151888/36/21325/99697/65b7888dFf1607e15/8d8f61c8d1bf9dae.jpg.avif,500,5,50,200,0.98,0,2,0,1
693,10094713869350,华为【现货速发】华为nova11 SE 前后双高清摄像  一亿像素光影人像 11号色 256GB,1899.0,一口茶手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/94770/35/44485/75621/65b367a8F9dc07a9c/3aac84981aff4406.jpg.avif,100,5,10,100,1.0,1,0,0,0
694,10091573181821,华为新品当天发 华为Mate 50 Pro 12+256 快充游戏拍旗舰 华为 60pro【星河银】 8G+512G,2167.0,沪淼手机专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/232893/31/3130/49632/65542bf6F9182da91/d91fb1c57bccf11a.jpg.avif,2,5,0,2,1.0,0,0,0,0
695,10082740070308,华为Mate50Pro新品【24期|免息】 NFC红外遥控曲面屏双扬声 冰霜银256G 官方标配,5488.0,好机汇手机旗舰店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/75515/40/25666/102629/65d55ffaFf162ef53/62b54a11ca3acf89.jpg.avif,200,5,10,200,0.94,0,2,1,0
696,10074784345852,	华为 麦芒8超广角AI三摄高清珍珠屏 二手  95新成色 幻夜黑,458.0,顺顺智严选二手手机小店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/209847/40/33782/59201/645384fcFf072dfd9/ebe78d8e6c33c43f.jpg.avif,3,5,0,3,1.0,0,0,0,0
697,10078216202996,	华为P50Pro /P50 P50E 麒麟9000旗舰芯片  二手  99新成色 黑色 P50E 8G-256GB,1728.0,顺顺智严选二手手机小店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/91048/18/33947/271580/64538524F3740a91f/c34dc32334dfb328.png.avif,100,5,10,100,0.92,1,0,1,0
698,10095694341431,【免息】华为mate60 pro 店内有售 x50 16+512GB,2299.0,万通盛宏手机通讯专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/55907/14/25534/382672/65b0d871F712b7601/e0967bab6108d82c.png.avif,35,5,10,20,1.0,0,0,0,0
699,10087893345703,	华为 Nova7se 活力版/乐活版/标准版 5G  SOC芯片智能 二手  95新成色 银月星辉 8GB+128GB活力版,608.0,科海二手手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/202067/2/39660/29610/6524dfeeF3ec567f9/6a37bd1e46c26be4.jpg.avif,200,5,200,47,0.98,0,2,3,1
700,10070630797863,	华为 HUAWEI Mate 30 Pro 二手  二手华为  麒麟990芯片4G/5G全网通 亮黑色【赠3C认证快充】 8GB+256GB【4G版全网通】 99新,1769.0,玖玖优品二手手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/87212/14/37964/117900/64fb14b4F26d2259b/d6cd98d1d61c63fb.jpg.avif,1000,5,300,1000,0.99,20,40,2,1
701,10068745001917,	华为 HUAWEI nova10/10pro 前置6000万超广角 鸿蒙OS2系统 二手 99新 冰霜银【nova 10z】 8GB+128GB 99新,898.0,汇优机二手手机专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/232540/1/13339/62685/65da231eF38d1fecb/32fb63d2f8b65097.jpg.avif,500,5,100,200,1.0,6,5,0,0
702,10079018572761,	华为 P60 P60 Pro 超聚光XMAGE影像 双向北斗卫星消息 二手  99新 洛洛可白【p60】 8GB+256GB【赠快充】 99新,3718.0,汇优机二手手机专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/131973/20/41570/68068/65da231cFc4bcf1a0/e5a60420f179a830.jpg.avif,200,5,50,200,1.0,4,1,0,0
703,10046460646297,	华为nova9se   贝母白 8GB+256GB 全网通,1190.0,京联通达旗舰店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/226953/25/11336/49869/659cb5f2F7b4eb80d/f5468f9ca970dd31.jpg.avif,2000,5,500,2000,0.92,30,60,30,10
704,10094586760308,华为【现货速发】华为nova12pro   樱语白 256G,3999.0,一口茶手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/85689/37/45313/68481/65d039fcF7f3248ce/f42111dad0c0d1c8.jpg.avif,100,5,20,100,1.0,0,0,0,0
705,100074737701,华为 nova11SE前后双高清摄像  一亿像素光影人像 256GB 曜金黑 华为鸿蒙智能,1599.0,京选手机京喜直营专区,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/239945/13/904/78865/65894863F535a0d43/57d6cfd4ea6847dc.jpg.avif,100,5,9,92,1.0,0,0,0,0
706,10086439121205,【 华为mate50 mate60可选】HONOR X50 新品5G 5800mAh电池 典雅黑(曲面屏) 8+256GB 全网通,1599.0,智能手机优选小店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/171622/14/41684/125381/65d5a19dF3ece5fb8/b224a14e76356e3b.png.avif,6,5,1,5,1.0,0,0,0,0
707,10071913930401,华为智选 优畅享20 Plus 全网通5G  90Hz高刷屏 翡冷翠 8GB+128GB,1226.0,佑迈通手机经营部,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/174716/21/35418/33312/6423fb73F2419bc75/b28fe3e1d1537f7d.jpg.avif,7,5,1,6,1.0,0,0,0,0
708,100080774279,华为 nova 12活力版 6.88mm超薄潮美直屏前置6000万超广角拍照 256GB 曜金黑 鸿蒙智能 nova系列,2369.0,上海移动京东自营官方旗舰店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/226701/11/11666/35449/659f443bF007e9f4e/a6269a2f475d4756.jpg.avif,100,5,10,100,0.92,1,0,1,0
709,10067842882705,	huawei 华为Mate40E 5G/4G 麒麟990ESoC 芯片超感知徕卡影像 曲面屏 99新 亮黑色【4G版】 8G+128G 95新,1799.0,三盛数码二手手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/233297/33/13181/95242/65d890feF8929bd31/531a26e732e3f435.png.avif,1000,5,300,1000,0.97,10,9,5,3
710,10089758812295,华为nova11se 新品  曜金黑 8GB+256GB,1899.0,华为大鹏专卖店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/217131/33/31892/63707/6555b856F6ee07674/c445b832bcf42adc.jpg.avif,20,5,2,18,1.0,0,0,0,0
711,10095466255598,华为Mate50Pro 全新 可选 60X【鎏金黑】8+512GB 官方标配,2499.0,酷彼手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/149555/24/37618/108781/65a0ddbdFedbf0470/9f18278899a9688e.png.avif,200,5,30,200,0.96,0,2,1,0
712,10089755750658,华为【24期|免息】华为Pocket S新品折叠屏  翻盖折叠NFC 冰霜银8G+128G 官方标配,4788.0,优速通达手机专营店,华为（HUAWEI）,//img13.360buyimg.com/n7/jfs/t1/231659/31/3066/75277/6552f5c4F1019eab1/fe00fc88427641c5.jpg.avif,1000,5,200,500,0.97,10,20,2,3
713,10094448664644,华为nova12 Pro 前置6000万人像 鸿蒙全网通智能  樱语白 256GB,3999.0,新境界手机专卖店,华为（HUAWEI）,//img14.360buyimg.com/n7/jfs/t1/96376/3/46420/75779/65d07115F4f0c8561/111784e41756455e.jpg.avif,200,5,60,200,0.97,2,2,0,2
714,10095336817200,Hi nova 华为智选x50 第一代骁龙6芯片 1.5K超清护眼硬核曲屏 5G新品  典雅黑 8GB+128GB,1499.0,雅领手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/106137/28/45794/87367/65d43c20Faa67dd48/54690825e54d88b5.jpg.avif,30,5,30,0,1.0,0,6,0,0
715,10095051821366,华为 nova 12 Ultra 前置6000万人像追焦双摄   烟云灰 512G,4699.0,一口茶手机专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/57186/28/25500/72416/65ab378fFaca86f66/74f3f8e0ea7f16ac.jpg.avif,5,5,0,5,1.0,0,0,0,0
716,10096710951537,	华为 HUAWEI Mate40RS 保时捷设计 5G二手  保时捷Mate40rs 麒麟9000 (星河 mate40rs黑色 8GB+256GB 5G全网通【电池100%】 99新,20.02,星河二手手机专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/207607/2/39514/56676/65d5e016F095f77dd/43b6766a3164f375.jpg.avif,0,5,0,0,1.0,0,0,0,0
717,10095347354475,华为（HUAWEI）华为畅享60x   鎏金黑 8GB+512GB 全网通,1899.0,迅璟手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/230794/34/11957/54165/659e3db6Ff0f19aa2/6cf7d98f14018a00.jpg.avif,20,5,1,19,1.0,0,0,0,0
718,10054162530132,	华为 HUAWEI Mate30Pro 5G麒麟990芯片徕卡影像曲面屏拍照游戏5G 二手 华为 翡冷翠【Mate30 Pro】 8G+128G全网通【5G版】 95新,3008.0,京拍优品二手手机专营店,华为（HUAWEI）,//img12.360buyimg.com/n7/jfs/t1/122107/16/37092/509058/649bc140Fd465ca14/f2fffc4489826d2a.png.avif,1000,4,100,1000,0.84,5,1,10,10
719,10081298156835,Hi nova  华为智选x50 5G  第一代骁龙6芯片 1.5K超清护眼硬核曲屏 X50-雨后初晴 16GB +512GB,1999.0,壹方城手机专营店,华为（HUAWEI）,//img10.360buyimg.com/n7/jfs/t1/230356/5/13098/73740/65b44cb1F096f30ce/f507d9a72cbab72b.jpg.avif,200,5,60,200,1.0,0,6,0,0
720,10084129549656,华为智选麦芒20 新品5G全网通  超能续航 沧浪青白 12GB+256GB（全新未激活）,1679.0,诚信数码经营部,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/230487/10/2628/56268/65508bcaFc6994cdd/81b4205efeea556c.png.avif,97,5,10,81,0.93,0,1,0,1
721,10096463989441,华为（HUAWEI）  销售 华为MATE60PRO 店内 60X   全新原封 支持鸿蒙系统 现货速发 60X皓月银 128GB 官方标配,1999.0,云达手机专营店,华为（HUAWEI）,//img11.360buyimg.com/n7/jfs/t1/219102/10/37035/124883/65d4908fF8f10571b/d89a018cef1d53bf.jpg.avif,0,5,0,0,1.0,0,0,0,0
